objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Origin","127095","0","0","0","1","0","0","0","0","0","0","0","3","","71-5","","","","54674899","5.89075","6.5885","2.1639","3856","2096","thing","Origin","2","4","60","60","45","2013","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Matagot","Dutch; English; French; German","2013","Multilingual edition"
"The Original Rummikub","811","0","0","0","1","0","0","0","0","0","0","0","3","","26-2","","","","92648459","6.3224","6.50984","1.7096","1763","47021","thing","Rummikub","2","4","60","60","60","2020","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; German; Hungarian; Slovak","2020","Piatnik GER/HUN/CZE/SLO special edition 2020"
"Ország-Város Betű-Téma","226256","0","0","0","1","0","0","0","0","0","0","0","3","","15-3","","","","96643044","5.60479","6.76372","1.2","8947","425","thing","Password Express","2","10","20","20","15","2018","2,3,4,5,6,7,8,9,10","2,4,6,8","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Granna","Hungarian","2018","Hungarian edition"
"Őrült Lajos király két kastélya között","258036","0","0","0","1","0","0","0","0","0","0","0","3","","65-5","","","","95396132","6.78994","7.22448","2.1883","755","11501","thing","Between Two Castles of Mad King Ludwig","2","7","60","60","45","2018","3,4,5,6,7","6","10+","No necessary in-game text","","","","","","standalone","","Delta Vision Publishing","Hungarian","2018","Hungarian edition"
"Ősidők öröksége","338093","0","0","0","1","0","0","0","0","0","0","0","3","","75-5","","","","116998776","6.44698","7.13868","2.7395","1430","4877","thing","Ancient Knowledge","2","4","75","75","75","2023","2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","IELLO; Reflexshop","Hungarian","2023","Hungarian edition"
"Ősköltészet","312786","0","0","0","1","0","0","0","0","0","0","0","3","","10-4","","","","135696827","6.13243","6.65282","1.1163","2464","10504","thing","Poetry for Neanderthals","2","12","15","15","15","2025","4,5,6,7,8,9,10,12","6,8","8+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Osztályharc: Az 1917-es forradalmak","241987","0","0","0","1","0","0","0","0","0","0","0","3","","56-4","","","","96609374","6.09524","7.40403","2.25","2630","2161","thing","Dual Powers: Revolution 1917","1","2","60","60","30","2021","1,2","2","10+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2021","Hungarian edition"
"Osztálytalálkozó","215746","0","0","0","1","0","0","0","0","0","0","0","3","","06-1","","","","53764598","0","7.806","1","0","13","thing","Osztálytalálkozó","3","4","30","30","10","2016","3,4","4","21 and up","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","(Self-Published)","Hungarian","2016","Hungarian edition"
"Othello Classic","2389","0","0","0","1","0","0","0","0","0","0","0","3","","54-1","","","","84988186","5.95351","6.15317","2.0717","3401","15797","thing","Othello","2","2","30","30","30","2018","2","2","8+","No necessary in-game text","","","","","","standalone","","G3; Mega House","Belarusian; Bulgarian; Czech; Estonian; Hungarian; Latvian; Lithuanian; Polish; Romanian; Slovak; Ukrainian","2018","G3 multilingual edition"
"P.I.","129050","0","0","0","1","0","0","0","0","0","0","0","3","","66-2","","","","53665688","6.05515","6.69213","2.2277","2833","2410","thing","P.I.","2","5","60","60","45","2012","2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","Treefrog Games","English; French; German","2012","English first edition"
"Pachisi","2136","0","0","0","1","0","0","0","0","0","0","0","3","","35-3
Ki nevet a végén? Star Wars","","","","96776211","4.71629","4.52505","1.1771","29606","10592","thing","Pachisi","2","6","30","30","30","400","2,3,4","4","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Packesel","15505","0","0","0","1","0","0","0","0","0","0","0","3","","19-2
*","","","","53578074","5.44147","4.9494","1","29166","621","thing","The Last Straw","2","4","15","15","15","0","2,3,4","3,4","4–12","No necessary in-game text","","","","","","standalone","","Schmidt Spiele","French; German; Italian","0","Schmidt French/ German/ Italian edition"
"Pagodák kertje","296043","0","0","0","1","0","0","0","0","0","0","0","3","","64-3","","","","117658905","6.07483","6.89983","2.2642","2726","3624","thing","Four Gardens","2","4","45","45","45","2021","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Korea Boardgames; Reflexshop","Hungarian","2021","Hungarian edition"
"Pairish: The Building of Sonnie Village","424772","0","0","0","1","0","0","0","0","0","0","0","3","","29-5","","","","138486425","0","5.43636","0","0","17","thing","Pairish: The Building of Sonnie Village","2","8","20","20","10","2025","","","","","","","","","","standalone","","Boarderia","English","2025","English edition"
"The Palaces of Carrara","348070","0","0","0","1","0","0","0","0","0","0","0","3","","73-4","","","","124702124","5.9805","7.43471","2.6923","3228","2110","thing","The Palaces of Carrara (Second Edition)","2","4","90","90","60","2022","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Game Brewer","Czech; Hungarian; Italian; Spanish","2022","Multilingual deluxe edition"
"Paleo","300531","0","0","0","1","0","0","0","0","0","0","0","3","","62-4","","","","100900505","7.30924","7.65899","2.6444","225","28298","thing","Paleo","2","4","60","60","45","2020","1,2,3,4","2,3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Z-Man Games","English","2020","English edition, first printing"
"Pandemic","30549","0","0","0","1","0","0","0","0","0","0","0","3","","67-3","","","","53578120","7.41057","7.5193","2.3952","165","220198","thing","Pandemic","2","4","45","45","45","2014","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.","Hungarian","2014","Hungarian edition"
"Pandemic: Bevetésre készen","280789","0","0","0","1","0","0","0","0","0","0","0","3","","67-3","","","","66156491","6.0763","6.55335","2.125","2719","9362","thing","Pandemic: Rapid Response","2","4","20","20","20","2019","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.; Z-Man Games","Hungarian","2019","Hungarian edition"
"Pandemic: In the Lab","137136","0","0","0","1","0","0","0","0","0","0","0","3","","67-3","","","","53578124","7.10886","7.8342","2.8895","0","22114","thing","Pandemic: In the Lab","1","6","60","60","45","2013","1,2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","Z-Man Games","English","2013","English wooden pawns edition 2013"
"Pandemic: On the Brink","40849","0","0","0","1","0","0","0","0","0","0","0","3","","67-3","","","","53578134","7.70037","8.03061","2.6531","0","53279","thing","Pandemic: On the Brink","2","5","45","45","45","2009","1,2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","Z-Man Games","English","2009","English first edition"
"Pandemic: Reign of Cthulhu","192153","0","0","0","1","0","0","0","0","0","0","0","3","","66-3","","","","53767375","6.95884","7.35792","2.1652","542","21141","thing","Reign of Cthulhu","2","4","40","40","40","2016","1,2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Z-Man Games","English","2016","English edition"
"Pandemic: Szükségállapot","168703","0","0","0","1","0","0","0","0","0","0","0","3","","67-3","","","","85700960","6.3989","7.5685","2.6531","0","10484","thing","Pandemic: State of Emergency","2","4","45","45","45","2021","1,2,3,4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","Gém Klub Kft.; Z-Man Games","Hungarian","2021","Hungarian edition"
"Pandemic: The Cure","150658","0","0","0","1","0","0","0","0","0","0","0","3","","66-3","","","","53665591","6.91413","7.23398","2.0645","596","17769","thing","Pandemic: The Cure","2","5","30","30","30","2014","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Z-Man Games","English","2014","English edition"
"Panic Lab","121073","0","0","0","1","0","0","0","0","0","0","0","3","","06-3","","","","53578152","5.73325","6.0259","1.2941","5586","4378","thing","Panic Lab","2","10","30","30","10","2012","2,3,4,5,6,7,8,9","4,5","6+","No necessary in-game text","","","","","","standalone","","Gigamic","Arabic; Croatian; Czech; Danish; Dutch; English; Estonian; Finnish; French; German; Greek; Hungarian; Italian; Korean; Latvian; Lithuanian; Polish; Romanian; Russian; Serbian; Slovenian; Spanish; Swedish; Turkish","2012","Multilingual edition"
"Párizs","282954","0","0","0","1","0","0","0","0","0","0","0","3","","74-4","","","","96453873","6.46471","7.21107","2.7404","1376","5999","thing","Paris","2","4","90","90","90","2020","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","Delta Vision Publishing; Game Brewer","Hungarian","2020","Hungarian edition"
"Párizs: A fények városa","276498","0","0","0","1","0","0","0","0","0","0","0","3","","51-3","","","","96769246","6.70427","7.23522","2.0136","891","12663","thing","Paris: La Cité de la Lumière","2","2","30","30","30","2021","2","2","8+","No necessary in-game text","","","","","","standalone","","Devir; Reflexshop","Hungarian","2021","Hungarian edition"
"Parlamentary","288665","0","0","0","1","0","0","0","0","0","0","0","3","","13-1","","","","64119228","0","5.45455","2.5","0","42","thing","Parlamentary","2","6","120","120","60","2019","3,4","4","","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Keller & Mayer","Hungarian","2019","Hungarian edition"
"Páros Játszma","327804","0","0","0","1","0","0","0","0","0","0","0","3","","08-2","","","","96643127","0","6.25","0","0","20","thing","Páros Játszma","2","8","90","90","45","2020","","","","","","","","","","standalone","","Bohéma-Games Kft.","Hungarian","0","Hungarian edition"
"Partiszaurusz","427278","0","0","0","1","0","0","0","0","0","0","0","3","","04-5","","","","135659728","5.62147","6.46098","1.3333","8222","651","thing","Roaring 20s","3","5","30","30","20","2025","3,4","4","","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Partvonal","409581","0","0","0","1","0","0","0","0","0","0","0","3","","72-3","","","","131824588","5.73276","7.14598","1.8571","5593","995","thing","Rivages","1","5","30","30","20","2025","1,2,3,4,5","1","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Party Alias","43530","0","0","0","1","0","0","0","0","0","0","0","3","","10-2","","","","53759085","5.64407","6.1658","1.2059","7465","1790","thing","Party Alias","4","24","30","30","30","2009","4,5,6,7,8,9,10,11,12","6,8,9,12","12+","Unplayable in another language","","","","","","standalone","","Tactic","Hungarian","0","Hungarian edition"
"Party Bugs","245700","0","0","0","1","0","0","0","0","0","0","0","3","","06-3","","","","135696987","5.54748","6.26642","1.2","13282","430","thing","Party Bugs","2","6","15","15","15","2018","3,4,5,6","4","6+","","","","","","","standalone","","ABACUSSPIELE","German","2018","German edition"
"Patchwork","163412","0","0","0","1","0","0","0","0","0","0","0","3","","53-4","","","","53578177","7.47584","7.58286","1.5994","141","118660","thing","Patchwork","2","2","30","30","15","2015","2","2","6+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.","Hungarian","2015","Hungarian edition"
"Patchwork Doodle","264239","0","0","0","1","0","0","0","0","0","0","0","3","","18-4","","","","128114922","6.01927","6.58541","1.2632","2994","5122","thing","Patchwork Doodle","1","6","20","20","20","2019","1,2,3,4,5,6","2,4","6+","No necessary in-game text","","","","","","standalone","","Lookout Games","German","2019","German edition"
"Patchwork Express","246639","0","0","0","1","0","0","0","0","0","0","0","3","","53-4","","","","111668746","5.97192","6.94214","1.6087","3278","2855","thing","Patchwork Express","2","2","10","10","10","2018","2","2","6+","No necessary in-game text","","","","","","standalone","","Lookout Games","German","2018","German edition"
"Patchwork: Folklore Anden","163412","0","0","0","1","0","0","0","0","0","0","0","3","","53-4","","","","111668788","7.47584","7.58286","1.5994","141","118660","thing","Patchwork","2","2","30","30","15","2022","2","2","6+","No necessary in-game text","","","","","","standalone","","Lookout Games","German","2022","German edition"
"Patchwork: Téli kiadás","163412","0","0","0","1","0","0","0","0","0","0","0","3","","53-4","","","","83375190","7.47584","7.58286","1.5994","141","118660","thing","Patchwork","2","2","30","30","15","2020","2","2","6+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.","Hungarian","2020","Hungarian edition"
"Patchwork: Valentine's Day Edition","163412","0","0","0","1","0","0","0","0","0","0","0","3","","53-4","","","","91376347","7.47584","7.58286","1.5994","141","118660","thing","Patchwork","2","2","30","30","15","2022","2","2","6+","No necessary in-game text","","","","","","standalone","","Lookout Games","English","2022","English edition"
"Patterns","379583","0","0","0","1","0","0","0","0","0","0","0","3","","53-3","","","","113714084","5.87315","7.6445","1.8421","3989","1028","thing","Patterns","2","2","20","20","20","2023","2","2","","No necessary in-game text","","","","","","standalone","","","","",""
"Pencil Nose!","268839","0","0","0","1","0","0","0","0","0","0","0","3","","11-2","","","","96770587","5.49475","5.24722","1","26083","108","thing","Pencil Nose!","4","20","30","30","20","2018","","","8","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
